STATION,DATE,Max - EXITS                                                               ,
JACKSON AV,09/28/2019,632303,
,09/29/2019,632396,
,09/30/2019,632509,
,10/01/2019,632658,
,10/02/2019,632869,
,10/03/2019,633062,
,10/04/2019,633283,
JAMAICA 179 ST,09/28/2019,309092456,
,09/29/2019,309092665,
,09/30/2019,309093078,
,10/01/2019,309093566,
,10/02/2019,309094049,
,10/03/2019,309094546,
,10/04/2019,309095058,
JAMAICA CENTER,09/28/2019,25254512,
,09/29/2019,25256033,
,09/30/2019,25258914,
,10/01/2019,25262208,
,10/02/2019,25265921,
,10/03/2019,25269656,
,10/04/2019,25273262,
JAMAICA VAN WK,09/28/2019,11041715,
,09/29/2019,11043017,
,09/30/2019,11045789,
,10/01/2019,11048876,
,10/02/2019,11052273,
,10/03/2019,11055597,
,10/04/2019,11058966,
JAY ST-METROTEC,09/28/2019,17060373,
,09/29/2019,17060622,
,09/30/2019,17060888,
,10/01/2019,17061180,
,10/02/2019,17061529,
,10/03/2019,17061845,
,10/04/2019,17062150,
JEFFERSON ST,09/28/2019,5477293,
,09/29/2019,5477293,
,09/30/2019,5477916,
,10/01/2019,5478602,
,10/02/2019,5479343,
,10/03/2019,5480124,
,10/04/2019,5480903,
JFK JAMAICA CT1,09/28/2019,764165,
,09/29/2019,765743,
,09/30/2019,767386,
,10/01/2019,768784,
,10/02/2019,770297,
,10/03/2019,771678,
,10/04/2019,773382,
JKSN HT-ROOSVLT,09/28/2019,23895075,
,09/29/2019,23898616,
,09/30/2019,23903106,
,10/01/2019,23907696,
,10/02/2019,23913009,
,10/03/2019,23918363,
,10/04/2019,23923710,
JOURNAL SQUARE,09/28/2019,555659,
,09/29/2019,559248,
,09/30/2019,563621,
,10/01/2019,570298,
,10/02/2019,577272,
,10/03/2019,583228,
,10/04/2019,587686,
JUNCTION BLVD,09/28/2019,34329344,
,09/29/2019,34331755,
,09/30/2019,34335238,
,10/01/2019,34339096,
,10/02/2019,34343364,
,10/03/2019,34347728,
,10/04/2019,34351957,
JUNIUS ST,09/28/2019,6225723,
,09/29/2019,6226037,
,09/30/2019,6226636,
,10/01/2019,6227162,
,10/02/2019,6227904,
,10/03/2019,6228624,
,10/04/2019,6229390,
KEW GARDENS,09/28/2019,25598310,
,09/29/2019,25599577,
,09/30/2019,25602823,
,10/01/2019,25606091,
,10/02/2019,25609880,
,10/03/2019,25613655,
,10/04/2019,25617338,
KINGS HWY,09/28/2019,763625271,
,09/29/2019,763625271,
,09/30/2019,763625271,
,10/01/2019,763625271,
,10/02/2019,763625271,
,10/03/2019,763625271,
,10/04/2019,763625271,
KINGSBRIDGE RD,09/28/2019,705045298,
,09/29/2019,705046009,
,09/30/2019,705047015,
,10/01/2019,705048075,
,10/02/2019,705049179,
,10/03/2019,705050217,
,10/04/2019,705051265,
KINGSTON AV,09/28/2019,12413194,
,09/29/2019,12414229,
,09/30/2019,12415483,
,10/01/2019,12416749,
,10/02/2019,12418388,
,10/03/2019,12420071,
,10/04/2019,12422058,
KINGSTON-THROOP,09/28/2019,5470729,
,09/29/2019,5471645,
,09/30/2019,5472703,
,10/01/2019,5473771,
,10/02/2019,5475037,
,10/03/2019,5476333,
,10/04/2019,5477486,
KNICKERBOCKER,09/28/2019,5380419,
,09/29/2019,5384013,
,09/30/2019,5387096,
,10/01/2019,5390250,
,10/02/2019,5393634,
,10/03/2019,5396920,
,10/04/2019,5400403,
KOSCIUSZKO ST,09/28/2019,4135391,
,09/29/2019,4135713,
,09/30/2019,4136157,
,10/01/2019,4136595,
,10/02/2019,4137062,
,10/03/2019,4137528,
,10/04/2019,4138064,
LACKAWANNA,09/28/2019,136191,
,09/29/2019,136195,
,09/30/2019,137938,
,10/01/2019,139670,
,10/02/2019,141217,
,10/03/2019,143426,
,10/04/2019,144966,
LAFAYETTE AV,09/28/2019,318797027,
,09/29/2019,318797168,
,09/30/2019,318797290,
,10/01/2019,318797417,
,10/02/2019,318797543,
,10/03/2019,318797670,
,10/04/2019,318797834,
LEXINGTON AV/53,09/28/2019,1595844815,
,09/29/2019,1595845055,
,09/30/2019,1595846565,
,10/01/2019,1595847974,
,10/02/2019,1595849985,
,10/03/2019,1595852017,
,10/04/2019,1595853789,
LEXINGTON AV/63,09/28/2019,44498072,
,09/29/2019,44494805,
,09/30/2019,44492677,
,10/01/2019,44490225,
,10/02/2019,44487403,
,10/03/2019,44483728,
,10/04/2019,44480154,
LIBERTY AV,09/28/2019,3591421,
,09/29/2019,3591589,
,09/30/2019,3591893,
,10/01/2019,3592185,
,10/02/2019,3592603,
,10/03/2019,3592984,
,10/04/2019,3593363,
LIVONIA AV,09/28/2019,2025918,
,09/29/2019,2026152,
,09/30/2019,2026545,
,10/01/2019,2027099,
,10/02/2019,2027640,
,10/03/2019,2028058,
,10/04/2019,2028562,
LONGWOOD AV,09/28/2019,8029063,
,09/29/2019,8029881,
,09/30/2019,8031009,
,10/01/2019,8032125,
,10/02/2019,8033297,
,10/03/2019,8034407,
,10/04/2019,8035608,
LORIMER ST,09/28/2019,2126017,
,09/29/2019,2126663,
,09/30/2019,2127282,
,10/01/2019,2127912,
,10/02/2019,2128585,
,10/03/2019,2129242,
,10/04/2019,2129917,
MARBLE HILL-225,09/28/2019,487788,
,09/29/2019,487993,
,09/30/2019,488208,
,10/01/2019,488478,
,10/02/2019,488715,
,10/03/2019,488967,
,10/04/2019,489292,
MARCY AV,09/28/2019,2531477,
,09/29/2019,2531923,
,09/30/2019,2532306,
,10/01/2019,2532654,
,10/02/2019,2533068,
,10/03/2019,2533470,
,10/04/2019,2533949,
METROPOLITAN AV,09/28/2019,16092811,
,09/29/2019,16092530,
,09/30/2019,16092317,
,10/01/2019,16091769,
,10/02/2019,16091212,
,10/03/2019,16090609,
,10/04/2019,16090051,
METS-WILLETS PT,09/28/2019,488706868,
,09/29/2019,488706917,
,09/30/2019,488706917,
,10/01/2019,488706917,
,10/02/2019,488706917,
,10/03/2019,488706918,
,10/04/2019,488706918,
MIDDLETOWN RD,09/28/2019,5486699,
,09/29/2019,5487208,
,09/30/2019,5488392,
,10/01/2019,5489673,
,10/02/2019,5491131,
,10/03/2019,5492617,
,10/04/2019,5494062,
MONTROSE AV,09/28/2019,8377493,
,09/29/2019,8377496,
,09/30/2019,8379136,
,10/01/2019,8381073,
,10/02/2019,8383143,
,10/03/2019,8385173,
,10/04/2019,8387325,
MORGAN AV,09/28/2019,1124328,
,09/29/2019,1124333,
,09/30/2019,1125066,
,10/01/2019,1126002,
,10/02/2019,1127062,
,10/03/2019,1127967,
,10/04/2019,1128973,
MORISN AV/SNDVW,09/28/2019,3890748,
,09/29/2019,3892033,
,09/30/2019,3893785,
,10/01/2019,3895869,
,10/02/2019,3898198,
,10/03/2019,3900427,
,10/04/2019,3902732,
MORRIS PARK,09/28/2019,3712230,
,09/29/2019,3712594,
,09/30/2019,3714034,
,10/01/2019,3715701,
,10/02/2019,3717492,
,10/03/2019,3719318,
,10/04/2019,3721095,
MOSHOLU PKWY,09/28/2019,67132175,
,09/29/2019,67132194,
,09/30/2019,67132216,
,10/01/2019,67132239,
,10/02/2019,67132263,
,10/03/2019,67132310,
,10/04/2019,67132347,
MT EDEN AV,09/28/2019,5027963,
,09/29/2019,5028457,
,09/30/2019,5029274,
,10/01/2019,5030237,
,10/02/2019,5031284,
,10/03/2019,5032286,
,10/04/2019,5033310,
MYRTLE AV,09/28/2019,23887299,
,09/29/2019,23890553,
,09/30/2019,23894004,
,10/01/2019,23897291,
,10/02/2019,23900852,
,10/03/2019,23904403,
,10/04/2019,23908128,
MYRTLE-WILLOUGH,09/28/2019,7542659,
,09/29/2019,7543485,
,09/30/2019,7544689,
,10/01/2019,7545984,
,10/02/2019,7547458,
,10/03/2019,7549000,
,10/04/2019,7550540,
MYRTLE-WYCKOFF,09/28/2019,554598950,
,09/29/2019,554598950,
,09/30/2019,554599248,
,10/01/2019,554599657,
,10/02/2019,554600117,
,10/03/2019,554600553,
,10/04/2019,554601000,
NASSAU AV,09/28/2019,6162760,
,09/29/2019,6163232,
,09/30/2019,6163881,
,10/01/2019,6164556,
,10/02/2019,6165353,
,10/03/2019,6166085,
,10/04/2019,6166837,
NECK RD,09/28/2019,789593,
,09/29/2019,789674,
,09/30/2019,789799,
,10/01/2019,789954,
,10/02/2019,790139,
,10/03/2019,790340,
,10/04/2019,790518,
NEPTUNE AV,09/28/2019,1359394,
,09/29/2019,1359518,
,09/30/2019,1359706,
,10/01/2019,1359920,
,10/02/2019,1360202,
,10/03/2019,1360462,
,10/04/2019,1360732,
NEREID AV,09/28/2019,3974498,
,09/29/2019,3974503,
,09/30/2019,3975142,
,10/01/2019,3975826,
,10/02/2019,3976525,
,10/03/2019,3977292,
,10/04/2019,3977968,
NEVINS ST,09/28/2019,12030558,
,09/29/2019,12031286,
,09/30/2019,12032696,
,10/01/2019,12034163,
,10/02/2019,12035875,
,10/03/2019,12037521,
,10/04/2019,12039205,
NEW LOTS,09/28/2019,6798323,
,09/29/2019,6798713,
,09/30/2019,6799817,
,10/01/2019,6801076,
,10/02/2019,6802520,
,10/03/2019,6803985,
,10/04/2019,6805437,
NEW LOTS AV,09/28/2019,8730310,
,09/29/2019,8731367,
,09/30/2019,8732965,
,10/01/2019,8734732,
,10/02/2019,8736716,
,10/03/2019,8738731,
,10/04/2019,8740634,
NEW UTRECHT AV,09/28/2019,10721262,
,09/29/2019,10721604,
,09/30/2019,10721879,
,10/01/2019,10722145,
,10/02/2019,10722508,
,10/03/2019,10722849,
,10/04/2019,10723163,
NEWARK BM BW,09/28/2019,18860,
,09/29/2019,19200,
,09/30/2019,19620,
,10/01/2019,20019,
,10/02/2019,20333,
,10/03/2019,20645,
,10/04/2019,21042,
NEWARK C,09/28/2019,10378,
,09/29/2019,10409,
,09/30/2019,10904,
,10/01/2019,10946,
,10/02/2019,11452,
,10/03/2019,11744,
,10/04/2019,12364,
NEWARK HM HE,09/28/2019,222264,
,09/29/2019,222829,
,09/30/2019,224892,
,10/01/2019,227388,
,10/02/2019,230002,
,10/03/2019,232265,
,10/04/2019,234663,
NEWARK HW BMEBE,09/28/2019,128180,
,09/29/2019,128543,
,09/30/2019,130237,
,10/01/2019,132080,
,10/02/2019,134063,
,10/03/2019,135770,
,10/04/2019,137326,
NEWKIRK AV,09/28/2019,10189343,
,09/29/2019,10190162,
,09/30/2019,10191781,
,10/01/2019,10193381,
,10/02/2019,10195278,
,10/03/2019,10197189,
,10/04/2019,10199015,
NEWKIRK PLAZA,09/28/2019,16545619,
,09/29/2019,16546958,
,09/30/2019,16548910,
,10/01/2019,16551062,
,10/02/2019,16553579,
,10/03/2019,16555949,
,10/04/2019,16558314,
NORTHERN BLVD,09/28/2019,7637605,
,09/29/2019,7638589,
,09/30/2019,7640435,
,10/01/2019,7642381,
,10/02/2019,7644625,
,10/03/2019,7646816,
,10/04/2019,7648936,
NORWOOD 205 ST,09/28/2019,202157459,
,09/29/2019,202158006,
,09/30/2019,202158809,
,10/01/2019,202159590,
,10/02/2019,202160465,
,10/03/2019,202161308,
,10/04/2019,202162154,
NORWOOD AV,09/28/2019,9394647,
,09/29/2019,9395587,
,09/30/2019,9396990,
,10/01/2019,9398582,
,10/02/2019,9400412,
,10/03/2019,9402192,
,10/04/2019,9404052,
NOSTRAND AV,09/28/2019,24692828,
,09/29/2019,24695555,
,09/30/2019,24699251,
,10/01/2019,24703210,
,10/02/2019,24707543,
,10/03/2019,24711754,
,10/04/2019,24715431,
OCEAN PKWY,09/28/2019,5898330,
,09/29/2019,5898330,
,09/30/2019,5898330,
,10/01/2019,5898330,
,10/02/2019,5898330,
,10/03/2019,5898330,
,10/04/2019,5898330,
OZONE PK LEFFRT,09/28/2019,7553215,
,09/29/2019,7553215,
,09/30/2019,7553873,
,10/01/2019,7554610,
,10/02/2019,7555437,
,10/03/2019,7556402,
,10/04/2019,7557175,
PARK PLACE,09/28/2019,5778024,
,09/29/2019,5778383,
,09/30/2019,5779016,
,10/01/2019,5779661,
,10/02/2019,5780428,
,10/03/2019,5781162,
,10/04/2019,5781858,
PARKCHESTER,09/28/2019,268921210,
,09/29/2019,268922349,
,09/30/2019,268924292,
,10/01/2019,268926351,
,10/02/2019,268928642,
,10/03/2019,268930869,
,10/04/2019,268933193,
PARKSIDE AV,09/28/2019,17118419,
,09/29/2019,17120202,
,09/30/2019,17122428,
,10/01/2019,17124792,
,10/02/2019,17127266,
,10/03/2019,17129720,
,10/04/2019,17132171,
PARSONS BLVD,09/28/2019,2710020,
,09/29/2019,2710224,
,09/30/2019,2710552,
,10/01/2019,2710878,
,10/02/2019,2711347,
,10/03/2019,2711807,
,10/04/2019,2712274,
PATH NEW WTC,09/28/2019,331648,
,09/29/2019,332850,
,09/30/2019,337158,
,10/01/2019,341722,
,10/02/2019,346402,
,10/03/2019,350879,
,10/04/2019,355332,
PATH WTC 2,09/28/2019,226365,
,09/29/2019,227566,
,09/30/2019,247191,
,10/01/2019,247191,
,10/02/2019,250673,
,10/03/2019,258282,
,10/04/2019,266295,
PAVONIA/NEWPORT,09/28/2019,383803,
,09/29/2019,385214,
,09/30/2019,388991,
,10/01/2019,393583,
,10/02/2019,397833,
,10/03/2019,402153,
,10/04/2019,406453,
PELHAM BAY PARK,09/28/2019,9975663,
,09/29/2019,9976493,
,09/30/2019,9977265,
,10/01/2019,9978182,
,10/02/2019,9979026,
,10/03/2019,9979897,
,10/04/2019,9980782,
PELHAM PKWY,09/28/2019,184721345,
,09/29/2019,184721486,
,09/30/2019,184721937,
,10/01/2019,184722437,
,10/02/2019,184723045,
,10/03/2019,184723665,
,10/04/2019,184724254,
PENNSYLVANIA AV,09/28/2019,1322227,
,09/29/2019,1322465,
,09/30/2019,1322854,
,10/01/2019,1323293,
,10/02/2019,1323898,
,10/03/2019,1324485,
,10/04/2019,1325075,
PRESIDENT ST,09/28/2019,7717175,
,09/29/2019,7718072,
,09/30/2019,7719580,
,10/01/2019,7721263,
,10/02/2019,7723601,
,10/03/2019,7726005,
,10/04/2019,7728232,
PRINCE ST,09/28/2019,8884077,
,09/29/2019,8886208,
,09/30/2019,8888590,
,10/01/2019,8891229,
,10/02/2019,8893790,
,10/03/2019,8896467,
,10/04/2019,8899550,
PROSPECT AV,09/28/2019,11322999,
,09/29/2019,11323889,
,09/30/2019,11325276,
,10/01/2019,11326591,
,10/02/2019,11328209,
,10/03/2019,11329821,
,10/04/2019,11331550,
PROSPECT PARK,09/28/2019,786358846,
,09/29/2019,786357520,
,09/30/2019,786356218,
,10/01/2019,786354972,
,10/02/2019,786353611,
,10/03/2019,786351857,
,10/04/2019,786350393,
QUEENS PLAZA,09/28/2019,17231697,
,09/29/2019,17231846,
,09/30/2019,17232142,
,10/01/2019,17232517,
,10/02/2019,17233088,
,10/03/2019,17233667,
,10/04/2019,17234175,
QUEENSBORO PLZ,09/28/2019,5768588,
,09/29/2019,5769618,
,09/30/2019,5770543,
,10/01/2019,5771419,
,10/02/2019,5772558,
,10/03/2019,5773586,
,10/04/2019,5774691,
RALPH AV,09/28/2019,7744896,
,09/29/2019,7745482,
,09/30/2019,7746648,
,10/01/2019,7747697,
,10/02/2019,7748521,
,10/03/2019,7749368,
,10/04/2019,7750188,
RECTOR ST,09/28/2019,16846154,
,09/29/2019,16846172,
,09/30/2019,16846209,
,10/01/2019,16846229,
,10/02/2019,16846246,
,10/03/2019,16846269,
,10/04/2019,16846286,
RIT-MANHATTAN,09/28/2019,10928,
,09/29/2019,10948,
,09/30/2019,10975,
,10/01/2019,11007,
,10/02/2019,11028,
,10/03/2019,11041,
,10/04/2019,11056,
RIT-ROOSEVELT,09/28/2019,393898,
,09/29/2019,393907,
,09/30/2019,393924,
,10/01/2019,393947,
,10/02/2019,393969,
,10/03/2019,393978,
,10/04/2019,393993,
ROCKAWAY AV,09/28/2019,5091304,
,09/29/2019,5092391,
,09/30/2019,5093881,
,10/01/2019,5095439,
,10/02/2019,5097394,
,10/03/2019,5099323,
,10/04/2019,5100991,
ROCKAWAY BLVD,09/28/2019,7971902,
,09/29/2019,7971957,
,09/30/2019,7972167,
,10/01/2019,7972414,
,10/02/2019,7972713,
,10/03/2019,7973001,
,10/04/2019,7973301,
ROCKAWAY PARK B,09/28/2019,10271459,
,09/29/2019,10271595,
,09/30/2019,10271874,
,10/01/2019,10272165,
,10/02/2019,10272527,
,10/03/2019,10272851,
,10/04/2019,10273176,
ROOSEVELT ISLND,09/28/2019,4461842,
,09/29/2019,4463639,
,09/30/2019,4465780,
,10/01/2019,4468103,
,10/02/2019,4470684,
,10/03/2019,4473011,
,10/04/2019,4475431,
SARATOGA AV,09/28/2019,16920159,
,09/29/2019,16920378,
,09/30/2019,16920904,
,10/01/2019,16921428,
,10/02/2019,16922106,
,10/03/2019,16922779,
,10/04/2019,16923467,
SENECA AVE,09/28/2019,3001114,
,09/29/2019,3002286,
,09/30/2019,3003392,
,10/01/2019,3004574,
,10/02/2019,3005858,
,10/03/2019,3007102,
,10/04/2019,3008367,
SHEEPSHEAD BAY,09/28/2019,18622897,
,09/29/2019,18623977,
,09/30/2019,18626023,
,10/01/2019,18628139,
,10/02/2019,18630725,
,10/03/2019,18633291,
,10/04/2019,18635775,
SHEPHERD AV,09/28/2019,9336205,
,09/29/2019,9336826,
,09/30/2019,9337750,
,10/01/2019,9338625,
,10/02/2019,9339608,
,10/03/2019,9340626,
,10/04/2019,9341589,
SIMPSON ST,09/28/2019,18789538,
,09/29/2019,18789697,
,09/30/2019,18789941,
,10/01/2019,18790200,
,10/02/2019,18790483,
,10/03/2019,18790775,
,10/04/2019,18791034,
SMITH-9 ST,09/28/2019,5837869,
,09/29/2019,5838946,
,09/30/2019,5840382,
,10/01/2019,5841972,
,10/02/2019,5843854,
,10/03/2019,5845704,
,10/04/2019,5847547,
SOUTH FERRY,09/28/2019,8310251,
,09/29/2019,8310509,
,09/30/2019,8311011,
,10/01/2019,8311581,
,10/02/2019,8312194,
,10/03/2019,8312716,
,10/04/2019,8313265,
SPRING ST,09/28/2019,85262203,
,09/29/2019,85262778,
,09/30/2019,85263644,
,10/01/2019,85264448,
,10/02/2019,85265304,
,10/03/2019,85266184,
,10/04/2019,85266987,
ST LAWRENCE AV,09/28/2019,5555396,
,09/29/2019,5555982,
,09/30/2019,5556792,
,10/01/2019,5557708,
,10/02/2019,5558712,
,10/03/2019,5559743,
,10/04/2019,5560700,
ST. GEORGE,09/28/2019,1078346855,
,09/29/2019,1078346855,
,09/30/2019,1078346855,
,10/01/2019,1078346855,
,10/02/2019,1078346855,
,10/03/2019,1078346856,
,10/04/2019,1078346857,
STEINWAY ST,09/28/2019,14056491,
,09/29/2019,14057934,
,09/30/2019,14059618,
,10/01/2019,14061422,
,10/02/2019,14063176,
,10/03/2019,14065001,
,10/04/2019,14066872,
STERLING ST,09/28/2019,5230802,
,09/29/2019,5231151,
,09/30/2019,5231613,
,10/01/2019,5232043,
,10/02/2019,5232578,
,10/03/2019,5233125,
,10/04/2019,5233718,
SUTPHIN BLVD,09/28/2019,3896177,
,09/29/2019,3896573,
,09/30/2019,3897180,
,10/01/2019,3897748,
,10/02/2019,3898436,
,10/03/2019,3899108,
,10/04/2019,3899841,
SUTPHIN-ARCHER,09/28/2019,22979182,
,09/29/2019,22980737,
,09/30/2019,22983469,
,10/01/2019,22986605,
,10/02/2019,22989924,
,10/03/2019,22993307,
,10/04/2019,22996621,
SUTTER AV,09/28/2019,2028064,
,09/29/2019,2029197,
,09/30/2019,2031318,
,10/01/2019,2033341,
,10/02/2019,2035490,
,10/03/2019,2037733,
,10/04/2019,2039999,
SUTTER AV-RUTLD,09/28/2019,8886776,
,09/29/2019,8887149,
,09/30/2019,8887848,
,10/01/2019,8888630,
,10/02/2019,8889531,
,10/03/2019,8890455,
,10/04/2019,8891312,
THIRTY ST,09/28/2019,191635,
,09/29/2019,191638,
,09/30/2019,193375,
,10/01/2019,195565,
,10/02/2019,197994,
,10/03/2019,200233,
,10/04/2019,202851,
THIRTY THIRD ST,09/28/2019,203902,
,09/29/2019,207688,
,09/30/2019,209030,
,10/01/2019,210621,
,10/02/2019,212449,
,10/03/2019,214280,
,10/04/2019,215430,
TIMES SQ-42 ST,09/28/2019,1428413138,
,09/29/2019,1428413789,
,09/30/2019,1428414908,
,10/01/2019,1428416177,
,10/02/2019,1428417459,
,10/03/2019,1428418755,
,10/04/2019,1428420054,
TOMPKINSVILLE,09/28/2019,65536,
,09/29/2019,65536,
,09/30/2019,65536,
,10/01/2019,65536,
,10/02/2019,65536,
,10/03/2019,65536,
,10/04/2019,65536,
TREMONT AV,09/28/2019,168062380,
,09/29/2019,168062854,
,09/30/2019,168063567,
,10/01/2019,168064268,
,10/02/2019,168065015,
,10/03/2019,168065794,
,10/04/2019,168066522,
TWENTY THIRD ST,09/28/2019,330426,
,09/29/2019,331776,
,09/30/2019,335100,
,10/01/2019,338914,
,10/02/2019,342891,
,10/03/2019,346960,
,10/04/2019,350608,
UNION ST,09/28/2019,13233171,
,09/29/2019,13234419,
,09/30/2019,13235964,
,10/01/2019,13237699,
,10/02/2019,13239633,
,10/03/2019,13241614,
,10/04/2019,13243516,
UTICA AV,09/28/2019,16777216,
,09/29/2019,16777216,
,09/30/2019,16777216,
,10/01/2019,16777216,
,10/02/2019,16777216,
,10/03/2019,16777216,
,10/04/2019,16777216,
V.CORTLANDT PK,09/28/2019,621440450,
,09/29/2019,621441375,
,09/30/2019,621442553,
,10/01/2019,621443887,
,10/02/2019,621445318,
,10/03/2019,621446834,
,10/04/2019,621448441,
VAN SICLEN AV,09/28/2019,8716998,
,09/29/2019,8718116,
,09/30/2019,8719834,
,10/01/2019,8721722,
,10/02/2019,8723772,
,10/03/2019,8725769,
,10/04/2019,8727906,
VAN SICLEN AVE,09/28/2019,10141352,
,09/29/2019,10142361,
,09/30/2019,10143780,
,10/01/2019,10145200,
,10/02/2019,10146923,
,10/03/2019,10148628,
,10/04/2019,10150302,
VERNON-JACKSON,09/28/2019,12890493,
,09/29/2019,12892245,
,09/30/2019,12894979,
,10/01/2019,12897866,
,10/02/2019,12901102,
,10/03/2019,12904129,
,10/04/2019,12907439,
W 4 ST-WASH SQ,09/28/2019,25742231,
,09/29/2019,25748067,
,09/30/2019,25755685,
,10/01/2019,25764014,
,10/02/2019,25773087,
,10/03/2019,25782257,
,10/04/2019,25792560,
W 8 ST-AQUARIUM,09/28/2019,9412925,
,09/29/2019,9413803,
,09/30/2019,9414792,
,10/01/2019,9415822,
,10/02/2019,9416847,
,10/03/2019,9417582,
,10/04/2019,9418368,
WAKEFIELD/241,09/28/2019,10365251,
,09/29/2019,10365257,
,09/30/2019,10367114,
,10/01/2019,10369099,
,10/02/2019,10371479,
,10/03/2019,10373654,
,10/04/2019,10376057,
WALL ST,09/28/2019,235451034,
,09/29/2019,235451194,
,09/30/2019,235451468,
,10/01/2019,235451745,
,10/02/2019,235452073,
,10/03/2019,235452390,
,10/04/2019,235452644,
WEST FARMS SQ,09/28/2019,50716655,
,09/29/2019,50716790,
,09/30/2019,50717022,
,10/01/2019,50717286,
,10/02/2019,50717529,
,10/03/2019,50717772,
,10/04/2019,50718015,
WESTCHESTER SQ,09/28/2019,11335785,
,09/29/2019,11336461,
,09/30/2019,11337990,
,10/01/2019,11339576,
,10/02/2019,11341519,
,10/03/2019,11343371,
,10/04/2019,11345134,
WHITEHALL S-FRY,09/28/2019,50555632,
,09/29/2019,50555684,
,09/30/2019,50555849,
,10/01/2019,50556014,
,10/02/2019,50556207,
,10/03/2019,50556386,
,10/04/2019,50556582,
WHITLOCK AV,09/28/2019,3044128,
,09/29/2019,3044540,
,09/30/2019,3045040,
,10/01/2019,3045542,
,10/02/2019,3046198,
,10/03/2019,3046782,
,10/04/2019,3047431,
WILSON AV,09/28/2019,6285577,
,09/29/2019,6285577,
,09/30/2019,6286237,
,10/01/2019,6287291,
,10/02/2019,6288477,
,10/03/2019,6289626,
,10/04/2019,6290872,
WINTHROP ST,09/28/2019,3025272,
,09/29/2019,3025511,
,09/30/2019,3026055,
,10/01/2019,3026726,
,10/02/2019,3027474,
,10/03/2019,3028160,
,10/04/2019,3028836,
WOODHAVEN BLVD,09/28/2019,11694693,
,09/29/2019,11695450,
,09/30/2019,11696536,
,10/01/2019,11697577,
,10/02/2019,11698730,
,10/03/2019,11699874,
,10/04/2019,11701061,
WOODLAWN,09/28/2019,6884729,
,09/29/2019,6885451,
,09/30/2019,6886239,
,10/01/2019,6887093,
,10/02/2019,6887996,
,10/03/2019,6888922,
,10/04/2019,6889860,
WORLD TRADE CTR,09/28/2019,1829106547,
,09/29/2019,1829106575,
,09/30/2019,1829106659,
,10/01/2019,1829106750,
,10/02/2019,1829106862,
,10/03/2019,1829106980,
,10/04/2019,1829107119,
WTC-CORTLANDT,09/28/2019,596018,
,09/29/2019,596664,
,09/30/2019,598660,
,10/01/2019,600774,
,10/02/2019,603037,
,10/03/2019,605539,
,10/04/2019,607843,
YORK ST,09/28/2019,26164444,
,09/29/2019,26168038,
,09/30/2019,26172611,
,10/01/2019,26177579,
,10/02/2019,26182754,
,10/03/2019,26187657,
,10/04/2019,26193186,
ZEREGA AV,09/28/2019,441050,
,09/29/2019,441245,
,09/30/2019,441570,
,10/01/2019,441884,
,10/02/2019,442248,
,10/03/2019,442602,
,10/04/2019,442963,
Total Result,,2123734884,
